,,,,,,,,,,,,,,,,
CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
02-01-0027-46,02-014,EL PROGRESO,GUASTATOYA,INSTITUTO TECNICO INDUSTRIAL MIXTO GUASTATOYA,BARRIO EL CALVARIO,79450881,JAIME RODOLFO CRUZ CASTILLO,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),EL PROGRESO
02-01-0028-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,BARRIO EL PORVENIR,79451265,MYNOR FRANCISCO GARCIA,DANIEL LOPEZ SOLIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0031-46,02-015,EL PROGRESO,GUASTATOYA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL PORVENIR,,MYNOR FRANCISCO GARCIA,---,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0038-46,02-015,EL PROGRESO,GUASTATOYA,INSTITUTO DE EDUCACION MEDIA POR MADUREZ,"COLONIA NUEVA VIDA, BARRIO EL PORVENIR",7945177,MYNOR FRANCISCO GARCIA,MARCO AURELIO MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-01-0044-46,02-004,EL PROGRESO,GUASTATOYA,INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMINO DEL SABER,BARRIO LAS JOYAS,56962830,GUELCER AMADO FLORES GUEVARA,MARIA ELENA LEMUS MURALLES DE AREVALO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0045-46,02-015,EL PROGRESO,GUASTATOYA,INSTITUTO DE EDUCACI?N MEDIA POR MADUREZ,BARRIO EL PORVENIR,56719955,MYNOR FRANCISCO GARCIA,ENNER DAMASO HERNANDEZ GARRIDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-01-0046-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO DE APLICACIONES INTEGRADAS GUASTATOYA,BARRIO EL PORVENIR,79450840,MYNOR FRANCISCO GARCIA,BRENDA VALIENTE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,EL PROGRESO
02-01-0049-46,02-021,EL PROGRESO,GUASTATOYA,CEEX MUNICIPALIDAD GUASTATOYA,ALDEA SANTA RITA,41398634,MARTA ELIDA CARIAS HERNANDEZ DE GARCIA,MARVIN RAMOS ORELLANA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-01-0054-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO EVANGELICO TORRE FUERTE,"COLONIA HICHOS, BARRIO EL PORVENIR",79451993,MYNOR FRANCISCO GARCIA,LILIAN IZAGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0057-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO HIGA,COLONIA HICHOS,42876685,MYNOR FRANCISCO GARCIA,ERIKA OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0058-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO HIGA,COLONIA HICHOS,52942479,MYNOR FRANCISCO GARCIA,ERIKA OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-01-0059-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO HIGA,COLONIA HIGA,52942795,MYNOR FRANCISCO GARCIA,ERIKA OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-01-0252-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,BARRIO EL PORVENIR,79451265,MYNOR FRANCISCO GARCIA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0257-46,02-010,EL PROGRESO,GUASTATOYA,CENTRO EDUCATIVO GUAYACAN,BARRIO EL CALVARIO,79451749,MIRNA YANETT FERRERA CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0559-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO CATOLICO PARTICULAR MIXTO PADRE GABRIEL PE•ATE RODRIGUEZ,BARRIO EL CALVARIO,79451749,MYNOR FRANCISCO GARCIA,EDELMIRA ORTIZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0561-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO CATOLICO PARTICULAR MIXTO PADRE GABRIEL PE•ATE RODRIGUEZ,BARRIO EL CALVARIO,79451749,MYNOR FRANCISCO GARCIA,EDELMIRA ORTIZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-01-0562-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO DE APLICACIONES INTEGRADAS GUASTATOYA,BARRIO EL PORVENIR,79450840,MYNOR FRANCISCO GARCIA,BRENDA AZUCENA VALIENTE ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0563-46,02-015,EL PROGRESO,GUASTATOYA,COLEGIO DE APLICACIONES INTEGRADAS GUASTATOYA,BARRIO EL PORVENIR,79450840,MYNOR FRANCISCO GARCIA,BRENDA AZUCENA VALIENTE ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0607-46,02-014,EL PROGRESO,GUASTATOYA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO EL PORVENIR,79452363,JAIME RODOLFO CRUZ CASTILLO,,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-01-0665-46,02-014,EL PROGRESO,GUASTATOYA,ESCUELA NORMAL DE EDUCACION FISICA,BARRIO EL PORVENIR,79451457,JAIME RODOLFO CRUZ CASTILLO,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),EL PROGRESO
02-01-0704-46,02-014,EL PROGRESO,GUASTATOYA,ESCUELA NORMAL INTERCULTURAL,BARRIO LAS JOYAS,79452399,JAIME RODOLFO CRUZ CASTILLO,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),EL PROGRESO
02-02-0004-46,02-002,EL PROGRESO,MORAZAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MORAZAN,BARRIO LAS DELICIAS,,SILVIA CONSUELO GAMARRO HERRERA DE JUAREZ,---,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-02-0005-46,02-004,EL PROGRESO,MORAZAN,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO ""MORAZAN""",ALDEA TIERRA BLANCA,,GUELCER AMADO FLORES GUEVARA,CLAUDIA NINETH ALVAREZ VASQUEZ,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-02-0013-46,02-003,EL PROGRESO,MORAZAN,"COLEGIO EVANGêLICO DE CONOCIMIENTOS INTEGRADOS ""MORAZ?N""",COLONIA EL POTRERITO,46177312,MARVIN DANIEL PINEDA VELA,KIMBERLY ONEYDA MONTENEGRO GIRON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-02-0014-46,02-002,EL PROGRESO,MORAZAN,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO LAS DELICIAS,79247700,SILVIA CONSUELO GAMARRO HERRERA DE JUAREZ,ISRAEL ROJAS ORDO•EZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-02-0613-46,02-002,EL PROGRESO,MORAZAN,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO LAS DELICIAS,79247700,SILVIA CONSUELO GAMARRO HERRERA DE JUAREZ,,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0002-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREU-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,79288698,LILIAN SUSANA GODINEZ CASTRO,HECTOR FRANCISCO DE LEON MURALLES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0003-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,59787086,LILIAN SUSANA GODINEZ CASTRO,HECTOR FRANCISCO DE LEON MURALLES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0004-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,56389671,LILIAN SUSANA GODINEZ CASTRO,HECTOR FRANCISCO DE LEON MURALLES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0021-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO AGUA HIEL,43882885,LILIAN SUSANA GODINEZ CASTRO,MARIBEL GERANDINA LIMA PORRAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0022-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL RANCHO,,LILIAN SUSANA GODINEZ CASTRO,"GODINEZ CASTRO, DINORA",DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0023-46,02-,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA PUERTA DE GOLPE,,JORGE MARIO CHINCHILLA JACINTO,---,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0050-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,56930589,LILIAN SUSANA GODINEZ CASTRO,WALTER RODICK VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0052-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,44807367,LILIAN SUSANA GODINEZ CASTRO,WALTER RODICK VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0054-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN -COMEBSA-,BARRIO GUAYTAN,31511521,LILIAN SUSANA GODINEZ CASTRO,EDGAR RAUL SANCHEZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0055-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",ALDEA EL RANCHO,56389671,LILIAN SUSANA GODINEZ CASTRO,HECTOR FRANCISCO DE LEON MURALLES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0102-46,,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,'LICEO SAN JOSE',BARRIO EL CENTRO ALDEA EL RANCHO,,,,DIVERSIFICADO,PRIVADO,RURAL,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0107-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"ESCUELA TêCNICA PROFESIONAL ""MOISêS LIRA SERAFIN""","CASERIO LAS CHAMPAS, ALDEA SANTA GERTRUDIS",47700271,LILIAN SUSANA GODINEZ CASTRO,MILVIA ROXANA OSORIO GONZALEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0108-46,02-005,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO PRIVADO DE EDUCACI?N DIVERSIFICADA,ALDEA EL MORRO,44827393,DARVIN LESSER FLORES MORALES,BYRON SAMUEL TABIQUE MEJIA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0109-46,02-012,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACI?N DIVERSIFICADA,ALDEA EL CONACASTE,40562517,EDGAR ROLANDO JUAREZ ORTIZ,RONY ALBINO LOPEZ CRUZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0112-46,02-005,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACI?N DIVERSIFICADA,ALDEA EL MORRO,51644707,DARVIN LESSER FLORES MORALES,MANFREDO HUMBERTO GARCIA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0116-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTL?N,BARRIO GUAYTAN,44807367,LILIAN SUSANA GODINEZ CASTRO,ROSA DELIA MORALES BALCARCEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DOMINICAL,EL PROGRESO
02-03-0117-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,56930589,LILIAN SUSANA GODINEZ CASTRO,ROSA DELIA MORALES BALCARCEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0119-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO EL SHADDAI,BARRIO RIO HATO,40953523,LILIAN SUSANA GODINEZ CASTRO,ZONIA ELIZABETH MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0125-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO EL SHADDAI,BARRIO RIO HATO,46413167,LILIAN SUSANA GODINEZ CASTRO,ZONIA MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0128-46,02-005,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO MUNICIPAL DE EDUCACI?N DIVERSIFICADA,ALDEA TULUMAJILLO,30440303,DARVIN LESSER FLORES MORALES,ROGELIO ANTONIO SALVATIERRA OLIVA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0133-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159528,LILIAN SUSANA GODINEZ CASTRO,BLANCA MEZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
02-03-0134-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159528,LILIAN SUSANA GODINEZ CASTRO,BLANCA MEZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0135-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159528,LILIAN SUSANA GODINEZ CASTRO,BLANCA MEZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0136-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,4215928,LILIAN SUSANA GODINEZ CASTRO,BLANCA MEZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO
02-03-0283-46,02-004,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO PRIVADO MIXTO EL ROSARIO,BARRIO EL CENTRO ALDEA EL RANCHO,54937809-53096866,GUELCER AMADO FLORES GUEVARA,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO,EL PROGRESO
02-03-0599-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"INSTITUTO DIVERSIFICADO POR COOPERATIVA ""SAN AGUSTIN ACASAGUASTLAN""",BARRIO GUAYTAN ARRIBA,79360629,LILIAN SUSANA GODINEZ CASTRO,MARIA EUGENIA VARGAS PAIZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO
